Material;Usura_mat_mm;Usura_mat_g;Usura_disco_g;Durezza_Disco;CodPinza;Comprex_LP;Comprex_LR;Grindo_LP;Grindo_LR;PistoneCpx;Inerzia;Press_accost;Vmax;Rendimento;Indice_misura;Attrezzatura;Raggio_ruota;Area_pistone;CodImpianto;Raggio_medio;Disco_nuovo;Disco
27674;0.95;13.7;4.4;268;4;130;131;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
11227;1.02;16.7;6;189;1;138;143;635;638;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
27623;0.95;13.1;4.5;249;4;133;134;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
27623;0.83;11.3;3.1;260;4;146;146;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
27623;0.9;11.8;3.9;303;4;130;138;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
27623;0.71;9.6;3.5;239;4;154;152;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
15720;0.55;9.1;3;181;1;255;257;0;0;54;65;0.5;195;1;2;0;308;22.9;1;118;0;280X22
26464;0.39;6.8;3.4;200;1;174;175;0;0;54;65;0.5;195;1;2;0;308;22.9;1;118;0;280X22
24757;1.47;12.2;10.2;188;1;168;169;0;0;54;65;0.5;169;1;2;0;290;22.9;14;104;0;256x22
10805;0.55;7.3;8;194;1;164;163;800;781;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
10805;0.63;8.3;8;183;1;172;167;794;793;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
16227;0.64;8;8;179;1;245;246;673;657;54;65;0.5;185;1;2;0;308;22.9;6;104;0;256x22
10432;0.62;8;8;169;1;148;146;758;759;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
18551;0.57;7;8;206;1;178;180;0;0;54;65;0.5;185;1;2;0;308;22.9;6;104;0;256x22
18551;0.46;5.6;5;201;1;155;155;0;0;54;45;0.5;169;1;2;0;290;22.9;5;104;0;256x22
24611;1.33;13.9;14.1;186;0;95;90;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24611;1;14.1;13.5;186;0;148;132;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
28352;1.08;13.1;5.1;254;4;182;173;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
17935;0.6;8.1;8;170;1;190;179;741;716;54;65;0.5;195;1;2;0;308;22.9;1;118;0;280X22
27380;0.5;9.8;2.7;247;4;139;134;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
19658;0.57;8.5;6.8;189;1;176;185;0;0;54;65;0.5;185;1;2;0;308;22.9;6;104;0;256x22
19658;0.57;8.2;8.1;213;1;193;192;0;0;54;65;0.5;185;1;2;0;308;22.9;6;104;0;256x22
19658;0.55;7.3;6.5;203;1;197;205;0;0;54;65;0.5;185;1;2;0;308;22.9;6;104;0;256x22
19658;0.59;7.4;5.7;188;1;208;204;0;0;54;65;0.5;185;1;2;0;308;22.9;6;104;0;256x22
20056;0.44;6.6;9.1;211;1;187;182;0;0;54;65;0.5;185;1;2;0;308;22.9;6;104;0;256x22
24613;1.03;12.1;4.9;182;0;100;99;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24614;1.23;14.1;8.2;163;0;100;109;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24615;1;11.4;7.1;180;0;100;99;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24615;0.93;10.9;6.3;165;0;102;99;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24615;1.18;13.6;10;166;0;111;110;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24843;0.99;11.1;6.5;170;0;136;125;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24844;6.33;60.9;0.2;177;0;129;142;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24844;5.8;55.8;0.2;170;0;135;139;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24845;5.07;47.6;-0.1;177;0;103;104;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25238;1.06;11.9;7.2;162;0;101;110;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25239;1.34;14.3;9.5;178;0;95;98;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24616;1.4;16.4;9.3;160;0;141;145;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24629;1.87;19.5;13.4;173;0;125;106;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24661;1.81;19;10.5;153;0;131;140;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24661;2.11;19.3;15.6;180;0;116;124;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24661;1.28;14.9;12.4;161;0;154;161;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24662;1.22;13.7;8.3;165;0;135;135;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25016;1.28;15.6;12.4;189;1;195;193;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25016;1.1;13.2;10.7;161;1;181;189;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25016;0.98;11.3;8.3;183;1;184;170;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25017;1.32;14.6;11.9;177;1;186;183;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
23142;0.67;9.6;10.1;231;0;139;142;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23990;0.86;9;7.1;204;0;231;233;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23991;0.87;10.4;6.9;196;0;160;165;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24423;0.9;10.3;10;208;0;198;141;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24425;0.96;12.1;12.1;205;0;140;129;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24426;0.75;9.5;10.5;210;0;136;136;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24428;0.93;11;10;218;0;146;131;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24430;0.99;11.9;11.5;204;0;140;155;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25290;0.84;10.6;7.8;170;1;148;148;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25290;0.8;12.4;11.7;180;1;116;113;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25291;1;11.8;8.8;205;1;169;161;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25291;0.78;10.6;7;168;1;144;142;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25291;0.92;10.9;7.4;172;1;152;159;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25394;0.7;9;6.6;220;1;182;187;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25396;0.82;9;7.2;183;1;187;190;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26015;0.9;11.7;7;200;1;157;162;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26016;0.87;10.4;7.9;223;1;176;189;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26018;0.84;9.2;7;193;1;186;171;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26019;0.98;12;7.9;215;1;157;158;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26020;1.09;12.2;6.4;201;1;152;151;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26024;1.18;13.8;6;201;1;169;164;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26022;0.97;12.4;4.4;187;1;165;153;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26244;1.14;12.4;6.5;192;1;254;270;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26247;0.96;11.3;6.3;192;1;236;230;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26251;1.06;11.6;11.6;200;1;233;239;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26274;1.05;11.6;8.2;193;1;215;216;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26285;1;10.6;8.2;189;1;216;216;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26286;1.2;13.2;9.2;208;1;218;229;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26286;1.07;11.4;9.3;184;1;218;205;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26287;0.96;10.4;8.4;182;1;212;213;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26288;0.95;10;6.9;183;1;232;226;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26288;0.93;10.1;6.5;170;1;229;231;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26290;1.21;12.4;9.1;210;1;233;231;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26299;1.07;12;8.1;211;1;230;226;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26663;0.95;9.6;8.1;156;1;275;254;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26664;1.23;12.1;6.2;155;1;295;288;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26665;0.98;9.4;7.9;170;1;287;294;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26665;1;10.1;8.8;219;1;280;282;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26666;1.11;11.6;8.1;190;1;245;251;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26667;1.01;9.4;8.9;192;1;292;293;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26667;1.11;10.1;9.8;233;1;285;295;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
26668;0.98;9.8;10;194;1;254;253;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
27061;0.95;10.3;8;203;1;171;178;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
27062;0.94;11;10.4;240;1;146;151;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
27063;0.84;9.5;7.5;208;1;189;75;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
27064;1.05;11.2;7.5;208;1;170;178;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
27394;0.89;10.7;5.3;206;1;163;161;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
27395;1.08;12.3;3.9;169;1;164;179;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
27396;0.99;11.5;7.3;199;1;158;150;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
28051;0.72;8.2;4.6;210;1;194;201;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
28051;0.94;10.4;5;246;1;199;195;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
28053;1.02;11.5;3.6;214;1;209;200;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
28054;0.82;9.4;3.7;219;1;188;180;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
24127;0.83;10;11.4;182;0;165;167;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24128;0.79;9.6;10.5;190;0;161;174;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24129;0.82;10.1;11.1;187;0;157;167;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24130;0.79;9.9;10.9;183;0;173;168;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23986;0.75;11.5;12.6;214;0;144;122;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24312;1.18;15;4;193;0;145;153;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
28204;0.78;11.3;4.2;241;4;148;131;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
28205;0.92;13.1;4.5;247;4;157;142;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
28205;1.22;16.5;3;220;4;151;147;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
28206;0.82;11.9;4.6;249;4;146;145;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
28276;0.74;11.7;5.3;269;4;131;134;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
23721;1.11;12.3;8.6;206;0;249;233;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23721;1.2;11.6;9.3;215;0;312;318;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23722;1.11;11.4;9.5;221;0;261;261;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23723;1.17;12.6;9.6;206;0;239;238;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23724;1.13;13.6;7.7;218;0;169;166;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23724;0.86;11.2;7.6;195;0;165;166;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23724;0.92;11.6;12.7;210;0;112;109;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23724;0.8;10.9;11.5;209;0;113;115;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23725;1;11.8;9.1;203;0;186;180;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23726;1.06;12.9;8.6;214;0;183;181;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24643;1.5;16.6;10.2;161;0;240;244;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24643;1.21;14.2;12.2;206;0;125;130;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24710;1.41;16.4;5.5;161;0;190;191;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24710;1.17;12.4;5.6;188;0;200;200;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24710;1.41;14.7;4.9;172;0;265;273;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25276;1.19;13.6;7.6;192;0;193;206;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25276;1.31;12.4;9.5;198;0;316;308;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25276;1.31;13.8;6.8;189;0;266;265;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25277;1.45;15.5;9.9;160;0;223;222;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25279;1.67;18.1;8.9;167;0;239;230;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
11452;1.03;13;6;181;1;169;160;930;720;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11453;0.85;10.5;4;181;1;171;175;721;732;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
10985;1.25;15;9;230;1;185;208;716;738;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11033;1.54;18;10;206;1;196;186;702;712;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11091;1.17;14.1;3;191;1;147;158;665;661;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11093;1.31;16.6;4.2;172;1;104;128;610;630;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11095;2.56;32.2;5;168;1;90;85;589;588;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11152;1.69;21.5;9;181;1;169;195;773;771;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11154;2.76;33.9;9;177;1;175;176;774;773;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11214;3.48;40.8;8;189;1;184;186;689;696;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11215;1.58;17.4;3;191;1;171;184;747;765;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11215;1.31;16.8;3;176;1;148;148;707;692;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11215;1.42;17.1;6;194;1;118;113;840;847;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11215;1.37;16.8;5;194;1;151;157;650;712;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11216;1.75;19.8;2;198;1;176;175;738;737;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11223;1.69;20.7;6;198;1;182;191;722;742;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11224;2.04;24.8;5;195;1;192;196;708;722;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11398;0.75;9.4;4;193;1;172;170;715;713;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11399;0.78;9.9;3;197;1;174;162;726;711;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11443;0.83;11.8;7;178;1;136;128;685;688;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11469;1.05;12.9;6;182;1;150;149;717;720;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.18;14.7;6;184;1;198;193;802;808;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.05;16.9;8;189;1;137;141;600;592;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.12;16.8;7;188;1;125;131;605;608;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.08;15.1;7;190;1;201;201;785;773;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.06;15.6;11;189;1;204;198;744;746;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.1;15;8;178;1;189;189;770;756;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.15;14.3;9;186;1;193;201;815;799;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11497;1.04;14.5;5;196;1;201;190;782;776;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11545;1.14;15.7;3;201;1;171;171;790;780;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11546;1.13;15.8;6;187;1;179;170;775;770;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11650;0.95;14.6;6;189;1;154;168;660;657;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11651;0.67;11.9;7;184;1;153;155;628;632;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11660;1.03;14.9;5;188;1;166;157;763;758;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11629;1.13;17.5;4;192;1;122;118;619;625;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11653;0.62;8.8;3;187;1;157;155;640;645;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
16437;0.58;8.8;3;187;1;249;262;816;835;54;65;0.5;195;1;2;0;308;22.9;1;118;0;280X22
17936;0.54;7.3;6;179;1;204;204;0;0;54;65;0.5;195;1;2;0;308;22.9;1;118;0;280X22
22045;0.48;6.5;7.3;213;1;181;170;0;0;54;65;0.5;185;1;2;0;308;22.9;4;104;0;256x22
16599;0.6;9.2;4;176;1;257;260;0;0;54;65;0.5;195;1;2;0;308;22.9;1;118;0;280X22
24493;0.59;7.8;5;240;4;201;184;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
24493;0.41;6;4;258;4;205;194;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
24493;0.96;8.4;6.6;222;1;199;197;0;0;54;65;0.5;169;1;2;0;290;22.9;14;104;0;256x22
24493;0.53;7.1;5.2;225;3;192;187;0;0;54;65;0.5;190;1;2;0;308;22.9;9;117.7;0;280x22
24493;0.67;8.2;6.5;251;1;206;210;0;0;54;65;0.5;195;1;2;0;308;22.9;NULL;104;0;256x22
24493;0.7;8.8;5.6;191;1;173;169;0;0;54;65;0.5;169;1;2;0;290;22.9;14;104;0;256x22
24493;0.49;6.5;3.9;180;4;164;165;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
24493;0.85;7.6;6.4;186;1;175;169;0;0;54;65;0.5;169;1;2;0;290;22.9;14;104;0;256x22
24493;0.44;6.1;6.5;194;4;162;146;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
24493;0.49;6.4;6.3;211;4;184;181;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
10244;2.34;25;15;191;1;167;158;670;700;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
27153;1.1;19;10.6;234;4;137;134;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
27155;1.99;20.8;6.9;235;4;180;171;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
27302;2.07;24.3;6.3;214;4;145;137;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28000;1.8;21.5;6.1;228;4;174;160;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28000;1.88;23.6;5.2;210;4;139;137;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28000;1.86;22.9;4.3;238;4;189;199;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28014;1.78;24.6;8.6;209;4;132;139;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28016;1.88;22.2;8.3;222;4;161;161;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28240;1.62;22;4.8;230;4;168;177;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28240;1.6;19.5;4.8;248;4;228;226;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28407;1.19;18.4;7.8;223;4;81;86;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28408;1.25;19.4;8.9;225;4;84;109;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28412;1.07;15.8;5.4;209;4;86;87;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28412;1.1;16.1;5.2;199;4;89;88;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28619;1;15.4;6.5;243;4;165;154;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28620;1.15;17.6;6.9;221;4;171;177;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28621;1.25;19.6;6.1;224;4;116;115;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28621;1.01;15.6;6.3;221;4;178;191;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28622;1.06;16.2;11.2;225;4;186;183;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28623;1.09;16.4;5.9;225;4;238;246;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28862;1.79;21.8;6.3;221;4;173;172;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28864;1.35;19.1;7.8;208;4;114;117;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28866;3.21;39;6.2;207;4;108;114;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28867;2.78;34.1;10.2;220;4;111;108;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
29081;0.94;14.6;8.4;243;4;160;163;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28415;1.9;25.1;16.1;248;4;128;174;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28416;1.49;21.3;13.7;248;4;127;131;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
12462;1;8.7;8;184;1;287;281;0;0;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
10976;0.89;11.6;5;173;1;91;90;607;610;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
11243;0.59;10;4;210;1;122;141;603;600;54;72.5;0.5;190;1;2;0;308;22.9;0;117.7;0;280x22
26232;1.24;13.1;10.4;190;1;219;217;0;0;54;65;0.5;195;1;2;0;308;22.9;7;118;0;280x22
25035;0.97;12.1;12.6;175;0;246;249;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25036;1.04;12.8;10.8;167;0;307;311;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25038;1.2;13.8;13;184;0;481;489;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25041;1.2;14.1;13.1;186;0;267;259;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25563;1.39;17.1;5.3;201;0;141;138;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
25564;1.6;19.2;6.9;211;0;125;128;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
23901;0.83;6.5;6;209;4;212;209;0;0;54;65;0.5;185;1;2;0;308;22.9;10;104;0;256x22
28234;0.76;10.1;3.3;251;4;167;161;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
28740;1.9;24.8;28.6;304;4;167;167;0;0;57;72.5;0.5;215;1;2;0;315;25.52;15;113;0;276x24
29359;0.9;12.4;5.8;274;4;144;155;0;0;57;72.5;0.5;215;1;2;0;315;25.52;15;113;0;276x24
29483;0.89;11.9;5.8;305;4;158;152;0;0;57;72.5;0.5;215;1;2;0;315;25.52;15;113;0;276x24
28062;0.79;11.1;10.2;264;4;209;218;0;0;57;72.5;0.5;192;1;2;0;308;25.52;12;113;0;276x24
24106;2.43;31;11.7;199;0;127;131;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24167;1.8;23.7;5.5;203;0;115;119;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24169;1.73;22.9;3.4;191;0;110;115;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24171;1.94;24.9;3.2;204;0;110;113;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24285;1.74;21.5;1.2;204;0;134;140;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24334;1.69;21.3;13.1;212;0;133;137;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24434;1.58;19.6;12.4;212;0;138;139;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24438;1.17;16;3.6;209;0;137;146;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24439;1.7;22.2;4;186;0;147;154;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
24445;1.83;22.6;14.7;212;0;154;169;0;0;54;65;0.5;195;1;2;0;308;22.9;8;104;0;256x22
